-207.757217557,-342.175842076,319.407377484,0,0,0,1
-252.948657132,-698.455761239,-199.491643619,0,0,0,1
-1436.34057383,-311.94293571,-4.74203209374,0,0,0,1
-1509.06672555,-457.52498036,194.105984737,0,0,0,1
-827.380775362,-1006.95884066,-122.158228715,0,0,0,1
-1207.53075198,-1445.04772089,-152.953085965,0,0,0,1
-701.578366611,-54.662137566,64.2217025889,0,0,0,1
-15.6911723517,-473.421519654,-113.043425633,0,0,0,1
-726.019494416,-864.480329783,-108.11086229,0,0,0,1
-728.758136447,-615.09891701,-181.656484141,0,0,0,1
-1354.01541861,-1014.11681637,-76.3054880863,0,0,0,1
-518.46840509,-537.486476554,67.8661119605,0,0,0,1
-943.804032397,-869.933128606,13.9446398569,0,0,0,1
-956.335052861,-464.877222581,-226.028334836,0,0,0,1
-669.673563325,-1172.473339,-144.986655325,0,0,0,1
-1532.64481966,-1126.78974084,-335.724675201,0,0,0,1
-918.522686234,-1527.06046887,97.1793223017,0,0,0,1
-8.29331486077,-993.685129637,-79.7249445141,0,0,0,1
-1595.10198052,-1287.06151332,34.1165949814,0,0,0,1
-188.032372606,-1005.25944655,-162.635223361,0,0,0,1
-1326.083334,-215.693825807,63.432832956,0,0,0,1
-1118.79078677,-903.77153043,-132.592295668,0,0,0,1
-811.849834336,-1311.06292919,5.23261025415,0,0,0,1
-482.107612029,-1239.19526241,-80.6721485826,0,0,0,1
-435.349213339,-1437.10125541,167.930183912,0,0,0,1
-202.073752772,-270.341689094,94.2924658818,0,0,0,1
-333.092496416,-529.905257947,10.0406221427,0,0,0,1
-858.581636753,-306.615517852,-15.6462874129,0,0,0,1
-1164.76665552,-1539.11683844,-203.665950232,0,0,0,1
-701.262161612,-1408.52278497,-141.117358009,0,0,0,1
-1585.23228839,-86.5909883911,-162.800034738,0,0,0,1
-406.160126564,-1590.58968234,-486.159906941,0,0,0,1
-957.382347358,-785.349781676,-222.496791042,0,0,0,1
-1588.53927674,-422.448348992,-403.607766264,0,0,0,1
-1293.06892369,-959.10421142,340.401633238,0,0,0,1
-112.99283868,-957.956818759,-96.9604478562,0,0,0,1
-1197.44306754,-617.240593543,39.3171220348,0,0,0,1
-852.741775594,-998.37230788,48.9363804014,0,0,0,1
-389.507253107,-360.693493044,-173.140497747,0,0,0,1
-554.81383472,-673.418030636,163.461117112,0,0,0,1
